instruction,category
What are the facts of the San Fermín festival which could explain it to someone who does not know it on the basis of this text.,summarization
What are some of the facts about the San Fermín Festival that could explain it to someone who does not know based on this text?,summarization
"Who is the main male protagonist of the television show ""The X-Files""?",open_qa
What is the difference between income and land taxes?,open_qa
"Who is the main male protagonist of the television program ""The X-Files""?",open_qa
Give me a list to chips of the last seven elected presidents of Argentina.,brainstorming
Give me a list of the seven most recently elected presidents in Argentina.,brainstorming
What is floating force?,general_qa
What are the lyrics of Allyrion from the house?,open_qa
What is lively force?,general_qa
What are the words of the house all -lyrics?,open_qa
Give me a ball list of the seven last elected presidents from Argentina.,brainstorming
"Which of these articles are helpful to start a fire? Matches, Kindling, banana, newspaper, water, plastic bathrooms, a zippo, wet grass, thin, dry stick and liquid charcoal.",classification
"Classify each of the following as a typical cat name or dog name: spot, mustaches, gloves, friend, fido, rover, lassie, rex, felix, socks, tiger",classification
"Which of these articles is useful to trigger a fire? Match, ignition, banana, newspaper, water, plastic bath toy, zippo, wet grass, slim dry stick and brick of liquid charcoal.",classification
What is floating force?,general_qa
"Which of these elements is useful for starting a fire? Matches, ignition, banana, newspaper, water, plastic bathing toy, a zippo, wet grass, thin dry stick and liquid coal lighter.",classification
"Classify each of the following elements as a typical cat name or a dog name: spot, mustaches, mittens, friend, fido, rover, lassie, rex, felix, socks, tiger",classification
Who created the Sesame Street?,open_qa
What are the advantages of meditation?,general_qa
Can we take my work,general_qa
What are the advantages of meditation?,general_qa
Can I take my job?,general_qa
Can ai take on my job,general_qa
Give me a ball list of the last seven winners of the World Series,brainstorming
Who started the Belu?,information_extraction
Give me a waned list of the last seven World Series winners,brainstorming
Give me a list of the last seven winners of the World Series,brainstorming
What team has Nikem-Nkechukwu Eyougboh recruited?,closed_qa
Which team designed NKEM-NKECHWU OJOUGBOH?,closed_qa
"Classify each of the following either as a typical cat name or as a dog name: Spot, Whiskers, Fäustlinge, Kumpel, Fido, Rover, Lassie, Rex, Felix, Socken, Tiger",classification
What team wrote Nkem-Nkechukwu Ojougboh?,closed_qa
"Identify which instrument is chain or percussion: Conga, nin",classification
"Identify which instrument is a rope or percussion: Conga, Ninera",classification
What is the month Ramadan?,general_qa
Who is the Indian Prime Minister?,open_qa
What caused global financial crises?,summarization
"Which of these foods is kosher? The lobster, cheeseburger, hamburger and fries, shrimp and grains, Thai red curry with tofu, Thai red curry with chicken, birthday cake, lens soup with ham grove.",classification
What caused global financial crises?,summarization
How many people live in the city in view of the following paragraph on New York City?,closed_qa
I plan a trip to India. How do I decide which places do I visit?,general_qa
"Which of these foods are Kosher? Lobster, hamburger with cheese, hamburger and fried potatoes, shrimp and semolina, Thai red curry with tofu, Thai red curry with chicken, birthday cake, lentils soup with ham corvejón.",classification
"Which of these foods are kosher? Hummer, cheeseburger, hamburgers and fries, shrimps and groats, Thai red curry with tofu, Thai red curry with chicken, birthday cake, lentil soup with ham.",classification
"Given the following paragraph in New York, how many people live in the city?",closed_qa
I am planning a trip to India. How do I decide what places to visit?,general_qa
"Classify these colors in primary or not primary: red, blue, green, orange, yellow, white, blue, pink, black, white, brown.",classification
What factors should I consider when choosing a tennis racket?,general_qa
What factors should I consider when selecting a tennis racket?,general_qa
